CODIGO,FECHA ORDEN DE COMPRA,FECHA DE LLEGADA,NOMBRE PROVEEDOR,PRODUCTO, CANTIDAD , COSTO UNITARIO  , COSTO TOTAL 
122026,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   12 MM X 24000 LOOPS BLANCO,20,105743,2114864
122029,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   14 MM X 19300 LOOPS BLANCO,20,111602,2232034
122101,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 3.1    8 MM   CAJA X 100 BLANCO,300,8351,2505429
122102,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 3.1    8 MM  CAJA X 100 NEGRO,200,8351,1670286
122103,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 3.1    9 MM  CAJA X 100 BLANCO,300,9972,2991557
122104,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 3.1    9 MM  CAJA X 100 NEGRO,200,9972,1994371
122105,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 3.1   11 MM  CAJA X 100 BLANCO,100,12880,1288031
122106,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 3.1   11 MM  CAJA X 100 NEGRO,100,12880,1288031
122107,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 3.1   12 MM  CAJA X 100 NEGRO,200,14293,2858599
122110,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 3.1   14 MM  CAJA X 100 BLANCO,100,18905,1890498
122111,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 3.1   14 MM  CAJA X 100 NEGRO,100,18905,1890498
122083,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1    9 MM  CAJA X 100 BLANCO,300,12008,3602333
122084,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1    9 MM  CAJA X 100 NEGRO,300,12008,3602333
122085,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   12 MM  CAJA X 100 BLANCO,200,16370,3274093
122086,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   12 MM  CAJA X 100 NEGRO,200,16370,3274093
122087,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   14 MM  CAJA X 100 BLANCO,100,20692,2069160
122088,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   14 MM  CAJA X 100 NEGRO,100,20692,2069160
122089,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   16 MM  CAJA X 50 BLANCO,300,10429,3128670
122090,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   16 MM  CAJA X 50 NEGRO,300,10429,3128670
122091,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BLANCO,200,13836,2767190
122092,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   19 MM  CAJA X 50 NEGRO,100,13836,1383595
122093,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   22 MM  CAJA X 50 BLANCO,100,17658,1765850
122094,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   22 MM  CAJA X 50 NEGRO,100,17658,1765850
122041,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 BLANCO,30,182186,5465574
122044,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 BLANCO,30,170877,5126323
122045,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 NEGRO,20,170878,3417563
122047,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BLANCO,70,168283,11779837
122049,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 NEGRO,40,168283,6731335
122050,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 PLATA,20,191829,3836588
122048,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BRONCE,20,191829,3836588
122051,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BLANCO,40,189097,7563861
122053,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 NEGRO,60,189096,11345770
122054,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 PLATA,10,215583,2155832
122052,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BRONCE,10,215587,2155874
122055,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BLANCO,80,182764,14621151
122057,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 NEGRO,50,182764,9138209
122058,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 PLATA,20,208372,4167446
122059,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 BLANCO,50,158453,7922640
122060,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 NEGRO,20,158453,3169056
122062,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 BLANCO,20,177260,3545203
122063,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 NEGRO,20,177260,3545203
122065,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 BLANCO,20,195968,3919355
122066,06-09-23,14-11-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 NEGRO,20,195968,3919355
113005,05-09-23,13-12-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,BOLSILLO CARTA 225MM X 288MM 125 MIC CAJA X 100,6300,11529,72631925
113008,05-09-23,13-12-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,BOLSILLO OFICIO 225MM X 337MM 125 MIC CAJA X 100,2000,14158,28316540
113007,05-09-23,13-12-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,BOLSILLO CARTA 225MM X 288MM 250 MIC CAJA X 50,1000,11933,11933399
111003,05-09-23,13-12-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,ROLLO 226 MM X 60 MTS 125 MICRAS,1200,13349,16019071
111010,05-09-23,13-12-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,ROLLO 375 MM X 60 MTS 125 MICRAS,100,22249,2224871
111019,05-09-23,13-12-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,ROLLO 540 MM X 60 MTS 125 MICRAS,100,31957,3195724
111020,05-09-23,13-12-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,ROLLO 540 MM X 60 MTS 175 MICRAS,100,46520,4652003
111016,05-09-23,13-12-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,ROLLO 680 MM X 60 MTS 125 MICRAS BRILLANTE,60,40048,2402861
112001,26-09-23,15-01-24,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP BRILLANTE 250 MM X 4000 MT 18 MIC,35,142993,5004756
112002,26-09-23,15-01-24,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP BRILLANTE 300 MM X 4000 MT 18 MIC,60,171290,10277377
