COD. PRODUCTO,AÑO,MES,MES NUMERO,DESCRIPCION,CATEGORIA,UNIDADES VENDIDAS,VALOR,INVENTARIO FINAL
122009,2023,Noviembre,11,CARRETE  2.1   16 MM X 10500 LOOPS BLANCO,ANILLO DOBLE O,0,0,0
122010,2023,Noviembre,11,CARRETE  2.1   16 MM X 10500 LOOPS NEGRO,ANILLO DOBLE O,13,3640000,23
122011,2023,Noviembre,11,CARRETE  2.1   16 MM X 10500 LOOPS PLATA,ANILLO DOBLE O,3,1008000,16
122013,2023,Noviembre,11,CARRETE  2.1   19 MM X 7000 LOOPS BLANCO,ANILLO DOBLE O,0,0,0
122016,2023,Noviembre,11,CARRETE  2.1   19 MM X 7000 LOOPS BRONCE,ANILLO DOBLE O,0,0,9
122014,2023,Noviembre,11,CARRETE  2.1   19 MM X 7000 LOOPS NEGRO,ANILLO DOBLE O,2,520000,0
122015,2023,Noviembre,11,CARRETE  2.1   19 MM X 7000 LOOPS PLATA,ANILLO DOBLE O,2,624000,15
122017,2023,Noviembre,11,CARRETE  3.1    8 MM X 60000 LOOPS BLANCO,ANILLO DOBLE O,18,6997300,120
122018,2023,Noviembre,11,CARRETE  3.1    8 MM X 60000 LOOPS NEGRO,ANILLO DOBLE O,10,4190000,80
122019,2023,Noviembre,11,CARRETE  3.1    8 MM X 60000 LOOPS PLATA,ANILLO DOBLE O,0,0,20
122020,2023,Noviembre,11,CARRETE  3.1    9 MM X 43000 LOOPS BLANCO,ANILLO DOBLE O,43,14732500,90
122021,2023,Noviembre,11,CARRETE  3.1    9 MM X 43000 LOOPS BRONCE,ANILLO DOBLE O,0,0,38
122022,2023,Noviembre,11,CARRETE  3.1    9 MM X 43000 LOOPS NEGRO,ANILLO DOBLE O,51,16454250,24
122023,2023,Noviembre,11,CARRETE  3.1    9 MM X 43000 LOOPS PLATA,ANILLO DOBLE O,6,2516000,15
122024,2023,Noviembre,11,CARRETE  3.1   11 MM X 32000 LOOPS BLANCO,ANILLO DOBLE O,24,8734600,18
122025,2023,Noviembre,11,CARRETE  3.1   11 MM X 32000 LOOPS NEGRO,ANILLO DOBLE O,7,2569000,14
122026,2023,Noviembre,11,CARRETE  3.1   12 MM X 24000 LOOPS BLANCO,ANILLO DOBLE O,16,4681750,17
122027,2023,Noviembre,11,CARRETE  3.1   12 MM X 24000 LOOPS NEGRO,ANILLO DOBLE O,10,2684000,2
122028,2023,Noviembre,11,CARRETE  3.1   12 MM X 24000 LOOPS PLATA,ANILLO DOBLE O,0,0,0
122029,2023,Noviembre,11,CARRETE  3.1   14 MM X 19300 LOOPS BLANCO,ANILLO DOBLE O,7,2247000,12
122030,2023,Noviembre,11,CARRETE  3.1   14 MM X 19300 LOOPS NEGRO,ANILLO DOBLE O,2,642000,19
122031,2023,Noviembre,11,CARRETE  3.1   14 MM X 19300 LOOPS PLATA,ANILLO DOBLE O,1,346500,11
122081,2023,Noviembre,11,DOBLE O CARTA 2.1    8 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0,444
122082,2023,Noviembre,11,DOBLE O CARTA 2.1    8 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,43,920000,235
122083,2023,Noviembre,11,DOBLE O CARTA 2.1    9 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,10,250000,515
122084,2023,Noviembre,11,DOBLE O CARTA 2.1    9 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,10,250000,439
122085,2023,Noviembre,11,DOBLE O CARTA 2.1   12 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,33,1122000,363
122086,2023,Noviembre,11,DOBLE O CARTA 2.1   12 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,9,306000,355
122087,2023,Noviembre,11,DOBLE O CARTA 2.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0,355
122088,2023,Noviembre,11,DOBLE O CARTA 2.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,36,1397500,255
122089,2023,Noviembre,11,DOBLE O CARTA 2.1   16 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,61,1547000,736
122090,2023,Noviembre,11,DOBLE O CARTA 2.1   16 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,47,1092000,391
122091,2023,Noviembre,11,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,53,1855000,387
122112,2023,Noviembre,11,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BRONCE,ANILLO DOBLE O,2,70000,193
122092,2023,Noviembre,11,DOBLE O CARTA 2.1   19 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,5,157500,279
122093,2023,Noviembre,11,DOBLE O CARTA 2.1   22 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,20,795500,296
122094,2023,Noviembre,11,DOBLE O CARTA 2.1   22 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,0,0,438
122095,2023,Noviembre,11,DOBLE O CARTA 2.1   25 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,3,150000,292
122096,2023,Noviembre,11,DOBLE O CARTA 2.1   25 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,0,0,165
122097,2023,Noviembre,11,DOBLE O CARTA 2.1   28 MM  CAJA X 30 BLANCO,ANILLO DOBLE O,0,0,400
122098,2023,Noviembre,11,DOBLE O CARTA 2.1   28 MM  CAJA X 30 NEGRO,ANILLO DOBLE O,1,55000,348
122099,2023,Noviembre,11,DOBLE O CARTA 2.1   32 MM  CAJA X 30 BLANCO,ANILLO DOBLE O,1,63000,453
122100,2023,Noviembre,11,DOBLE O CARTA 2.1   32 MM  CAJA X 30 NEGRO,ANILLO DOBLE O,30,1701000,106
122101,2023,Noviembre,11,DOBLE O CARTA 3.1    8 MM   CAJA X 100 BLANCO,ANILLO DOBLE O,7,161000,640
122102,2023,Noviembre,11,DOBLE O CARTA 3.1    8 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,11,230000,453
122103,2023,Noviembre,11,DOBLE O CARTA 3.1    9 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,36,875000,522
122104,2023,Noviembre,11,DOBLE O CARTA 3.1    9 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,11,250000,304
122105,2023,Noviembre,11,DOBLE O CARTA 3.1   11 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0,443
122106,2023,Noviembre,11,DOBLE O CARTA 3.1   11 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0,266
122108,2023,Noviembre,11,DOBLE O CARTA 3.1   12 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,12,407000,716
122107,2023,Noviembre,11,DOBLE O CARTA 3.1   12 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,10,333000,395
122109,2023,Noviembre,11,DOBLE O CARTA 3.1   12 MM  CAJA X 100 PLATA,ANILLO DOBLE O,17,597550,160
122110,2023,Noviembre,11,DOBLE O CARTA 3.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,10,365500,362
122111,2023,Noviembre,11,DOBLE O CARTA 3.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,16,602000,336
111001,2023,Noviembre,11,ROLLO 113 MM X 60 MTS 175 MICRAS,LAMINACION,14,406000,840
111002,2023,Noviembre,11,ROLLO 113 MM X 60 MTS 250 MICRAS,LAMINACION,5,195000,223
111003,2023,Noviembre,11,ROLLO 226 MM X 60 MTS 125 MICRAS,LAMINACION,121,4981200,333
111004,2023,Noviembre,11,ROLLO 226 MM X 60 MTS 175 MICRAS,LAMINACION,0,0,0
111005,2023,Noviembre,11,ROLLO 226 MM X 60 MTS 250 MICRAS,LAMINACION,1,79000,157
111007,2023,Noviembre,11,ROLLO 300 MM X 60 MTS 125 MICRAS,LAMINACION,0,0,120
111008,2023,Noviembre,11,ROLLO 300 MM X 60 MTS 250 MICRAS,LAMINACION,9,945000,119
111018,2023,Noviembre,11,ROLLO 350 MM X 60 MTS 250 MICRAS,LAMINACION,0,0,256
111010,2023,Noviembre,11,ROLLO 375 MM X 60 MTS 125 MICRAS,LAMINACION,6,408000,165
111013,2023,Noviembre,11,ROLLO 375 MM X 75 MTS 75 MICRAS MATTE,LAMINACION,0,0,122
111014,2023,Noviembre,11,ROLLO 450 MM X 75 MTS 75 MICRAS BRILLANTE,LAMINACION,0,0,0
111019,2023,Noviembre,11,ROLLO 540 MM X 60 MTS 125 MICRAS,LAMINACION,0,0,0
111020,2023,Noviembre,11,ROLLO 540 MM X 60 MTS 175 MICRAS,LAMINACION,0,0,0
111016,2023,Noviembre,11,ROLLO 680 MM X 60 MTS 125 MICRAS BRILLANTE,LAMINACION,6,978000,85
112001,2023,Noviembre,11,ROLLO BOPP BRILLANTE 250 MM X 4000 MT 18 MIC,PLASTIFICACION,15,4401610,41
112002,2023,Noviembre,11,ROLLO BOPP BRILLANTE 300 MM X 4000 MT 18 MIC,PLASTIFICACION,15,4983495,122
112003,2023,Noviembre,11,ROLLO BOPP BRILLANTE 330 MM X 200 MT 23 MIC,PLASTIFICACION,15,903500,503
112006,2023,Noviembre,11,ROLLO BOPP BRILLANTE 345 MM X 4000 MT 18 MIC,PLASTIFICACION,33,12864541,41
112026,2023,Noviembre,11,ROLLO BOPP BRILLANTE 400 MM X 4000 MT 18 MIC,PLASTIFICACION,6,2760350,33
112007,2023,Noviembre,11,ROLLO BOPP BRILLANTE 445 MM X 4000 MT 18 MIC,PLASTIFICACION,16,8388500,41
112029,2023,Noviembre,11,ROLLO BOPP BRILLANTE 495 MM X 2000 MT 18 MIC,PLASTIFICACION,0,0,0
112008,2023,Noviembre,11,ROLLO BOPP BRILLANTE 495 MM X 4000 MT 18 MIC,PLASTIFICACION,52,29125490,115
112028,2023,Noviembre,11,ROLLO BOPP BRILLANTE 595 MM X 4000 MT 18 MIC,PLASTIFICACION,47,23643790,53
112009,2023,Noviembre,11,ROLLO BOPP BRILLANTE 695 MM X 4000 MT 18 MIC,PLASTIFICACION,5,3014200,98
112024,2023,Noviembre,11,ROLLO BOPP MATE 200 MM X 4000 MT 18 MIC,PLASTIFICACION,8,1567100,83
112010,2023,Noviembre,11,ROLLO BOPP MATE 250 MM X 4000 MT 18 MIC,PLASTIFICACION,34,8806030,56
112011,2023,Noviembre,11,ROLLO BOPP MATE 300 MM X 4000 MT 18 MIC,PLASTIFICACION,29,9143808,66
112012,2023,Noviembre,11,ROLLO BOPP MATE 330 MM X 200 MT 23 MIC,PLASTIFICACION,20,1202500,371
112021,2023,Noviembre,11,ROLLO BOPP MATE 330 MM X 4000 MT 18 MIC,PLASTIFICACION,21,7504691,46
112013,2023,Noviembre,11,ROLLO BOPP MATE 330 MM X 500 MT 22 MIC,PLASTIFICACION,3,450000,185
112015,2023,Noviembre,11,ROLLO BOPP MATE 345 MM X 4000 MT 18 MIC,PLASTIFICACION,65,24394321,65
112025,2023,Noviembre,11,ROLLO BOPP MATE 400 MM X 4000 MT 18 MIC,PLASTIFICACION,5,2027146,8
112016,2023,Noviembre,11,ROLLO BOPP MATE 445 MM X 4000 MT 18 MIC,PLASTIFICACION,41,18315350,23
112017,2023,Noviembre,11,ROLLO BOPP MATE 495 MM X 4000 MT 18 MIC,PLASTIFICACION,66,33427810,61
112018,2023,Noviembre,11,ROLLO BOPP MATE 595 MM X 4000 MT 18 MIC,PLASTIFICACION,21,9471880,57
112019,2023,Noviembre,11,ROLLO BOPP MATE 695 MM X 4000 MT 18 MIC,PLASTIFICACION,30,15431040,65
112005,2023,Noviembre,11,ROLLO SUPERBONDING BRILLANTE 330 MM X 500 MT 30 MIC,PLASTIFICACION,0,0,63
122041,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 BLANCO,ANILLO DOBLE O,7,2966050,106
122042,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 NEGRO,ANILLO DOBLE O,2,779400,3
122043,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 PLATA,ANILLO DOBLE O,2,996000,68
122044,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 BLANCO,ANILLO DOBLE O,7,2821700,53
122045,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 NEGRO,ANILLO DOBLE O,4,1542800,21
122046,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 PLATA,ANILLO DOBLE O,0,0,30
122047,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BLANCO,ANILLO DOBLE O,78,30880000,274
122048,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BRONCE,ANILLO DOBLE O,1,437000,58
122049,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 NEGRO,ANILLO DOBLE O,13,5080000,231
122050,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 PLATA,ANILLO DOBLE O,5,2277000,49
122051,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BLANCO,ANILLO DOBLE O,66,28581000,154
122052,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BRONCE,ANILLO DOBLE O,2,984200,40
122053,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 NEGRO,ANILLO DOBLE O,24,10485000,135
122054,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 PLATA,ANILLO DOBLE O,19,9039360,29
122055,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BLANCO,ANILLO DOBLE O,5,2088000,117
122056,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BRONCE,ANILLO DOBLE O,2,1000000,14
122057,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 NEGRO,ANILLO DOBLE O,6,2566500,92
122058,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 PLATA,ANILLO DOBLE O,3,1425000,36
122059,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 BLANCO,ANILLO DOBLE O,2,754000,85
122077,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 BRONCE,ANILLO DOBLE O,0,0,0
122060,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 NEGRO,ANILLO DOBLE O,2,754000,56
122061,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 PLATA,ANILLO DOBLE O,1,434000,20
122062,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 BLANCO,ANILLO DOBLE O,11,4295960,71
122063,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 NEGRO,ANILLO DOBLE O,5,1899000,51
122064,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 PLATA,ANILLO DOBLE O,0,0,31
122065,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 BLANCO,ANILLO DOBLE O,0,0,85
122066,2023,Noviembre,11,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 NEGRO,ANILLO DOBLE O,7,2796000,66
131008,2023,Noviembre,11,VARILLA MEDIA LUNA  10 CM X 100 BLANCO,ANILLO DOBLE O,41,487500,2291
131007,2023,Noviembre,11,VARILLA MEDIA LUNA  10 CM X 100 NEGRO,ANILLO DOBLE O,1,13000,1169
131010,2023,Noviembre,11,VARILLA MEDIA LUNA  15 CM X 100 BLANCO,ANILLO DOBLE O,492,7456200,964
131009,2023,Noviembre,11,VARILLA MEDIA LUNA  15 CM X 100 NEGRO,ANILLO DOBLE O,74,1091000,567
131033,2023,Noviembre,11,VARILLA MEDIA LUNA  20 CM X 100 BLANCO,ANILLO DOBLE O,19,399000,13
131034,2023,Noviembre,11,VARILLA MEDIA LUNA  20 CM X 100 NEGRO,ANILLO DOBLE O,24,407400,372
131017,2023,Noviembre,11,YOYO ORIGINAL CAJA X 50 AMARILLO,VARIOS,0,0,35
131018,2023,Noviembre,11,YOYO ORIGINAL CAJA X 50 AZUL,VARIOS,4,261000,1387
131019,2023,Noviembre,11,YOYO ORIGINAL CAJA X 50 BLANCO,VARIOS,24,1566000,2285
131020,2023,Noviembre,11,YOYO ORIGINAL CAJA X 50 NEGRO,VARIOS,2,130500,1040
131021,2023,Noviembre,11,YOYO ORIGINAL CAJA X 50 ROJO,VARIOS,1,65250,112
131022,2023,Noviembre,11,YOYO ORIGINAL CAJA X 50 VERDE,VARIOS,2,130500,255
131012,2023,Diciembre,12,ACETATOS CARTA PAQ X 50,VARIOS,122,1220000,2366
113001,2023,Diciembre,12,BOLSILLO CARNET 60 X 90 MM 175 MIC CAJA X 100,LAMINACION,851,3555000,636
113005,2023,Diciembre,12,BOLSILLO CARTA 225MM X 288MM 125 MIC CAJA X 100,LAMINACION,1065,38115000,9948
113006,2023,Diciembre,12,BOLSILLO CARTA 225MM X 288MM 175 MIC CAJA X 100,LAMINACION,102,4386000,1588
113007,2023,Diciembre,12,BOLSILLO CARTA 225MM X 288MM 250 MIC CAJA X 50,LAMINACION,412,15419000,2797
113002,2023,Diciembre,12,BOLSILLO CEDULA 70 X 100 MM 175 MIC CAJA X 100,LAMINACION,1154,6591000,8908
113008,2023,Diciembre,12,BOLSILLO OFICIO 225MM X 337MM 125 MIC CAJA X 100,LAMINACION,484,19522000,2420
113003,2023,Diciembre,12,BOLSILLO TARJETA PROPIEDAD 80 X 110 MM 175 MIC CAJA X 100,LAMINACION,772,5118800,6296
121009,2023,Diciembre,12,CARATULA CARTA GRAIN PAQ X 50 AZUL,CARATULA,70,995400,3259
121010,2023,Diciembre,12,CARATULA CARTA GRAIN PAQ X 50 NEGRO,CARATULA,37,537200,2950
121034,2023,Diciembre,12,CARATULA CARTA STRIPE PAQ X 50 AMARILLO,CARATULA,42,550500,2042
121017,2023,Diciembre,12,CARATULA CARTA STRIPE PAQ X 50 AZUL T-1,CARATULA,4,57000,3548
121018,2023,Diciembre,12,CARATULA CARTA STRIPE PAQ X 50 AZUL T-2,CARATULA,100,1305000,1835
121019,2023,Diciembre,12,CARATULA CARTA STRIPE PAQ X 50 HUMO,CARATULA,392,4713500,3291
121020,2023,Diciembre,12,CARATULA CARTA STRIPE PAQ X 50 LILA,CARATULA,41,536500,2079
121021,2023,Diciembre,12,CARATULA CARTA STRIPE PAQ X 50 NARANJA,CARATULA,1,14500,2599
121022,2023,Diciembre,12,CARATULA CARTA STRIPE PAQ X 50 ROJO,CARATULA,92,1203000,2760
121023,2023,Diciembre,12,CARATULA CARTA STRIPE PAQ X 50 TRANSPARENTE,CARATULA,316,4154500,14269
121024,2023,Diciembre,12,CARATULA CARTA STRIPE PAQ X 50 VERDE T-1,CARATULA,20,261000,1387
121025,2023,Diciembre,12,CARATULA CARTA STRIPE PAQ X 50 VERDE T-2,CARATULA,52,681000,4447
121032,2023,Diciembre,12,CARATULA LEGAL STRIPE PAQ X 50 TRANSPARENTE,CARATULA,1,70000,869
121030,2023,Diciembre,12,CARATULA OFICIO STRIPE PAQ X 50 TRANSPARENTE,CARATULA,40,612000,3000
121031,2023,Diciembre,12,CARATULA OFICIO STRIPE PAQ X 50 VERDE T-2,CARATULA,0,0,101
122009,2023,Diciembre,12,CARRETE  2.1   16 MM X 10500 LOOPS BLANCO,ANILLO DOBLE O,0,0,0
122010,2023,Diciembre,12,CARRETE  2.1   16 MM X 10500 LOOPS NEGRO,ANILLO DOBLE O,6,1680000,17
122011,2023,Diciembre,12,CARRETE  2.1   16 MM X 10500 LOOPS PLATA,ANILLO DOBLE O,0,0,16
122013,2023,Diciembre,12,CARRETE  2.1   19 MM X 7000 LOOPS BLANCO,ANILLO DOBLE O,0,0,0
122016,2023,Diciembre,12,CARRETE  2.1   19 MM X 7000 LOOPS BRONCE,ANILLO DOBLE O,4,1248000,5
122014,2023,Diciembre,12,CARRETE  2.1   19 MM X 7000 LOOPS NEGRO,ANILLO DOBLE O,0,0,0
122015,2023,Diciembre,12,CARRETE  2.1   19 MM X 7000 LOOPS PLATA,ANILLO DOBLE O,10,3088800,5
122017,2023,Diciembre,12,CARRETE  3.1    8 MM X 60000 LOOPS BLANCO,ANILLO DOBLE O,20,8212400,100
122018,2023,Diciembre,12,CARRETE  3.1    8 MM X 60000 LOOPS NEGRO,ANILLO DOBLE O,1,419000,79
122019,2023,Diciembre,12,CARRETE  3.1    8 MM X 60000 LOOPS PLATA,ANILLO DOBLE O,10,4700000,10
122020,2023,Diciembre,12,CARRETE  3.1    9 MM X 43000 LOOPS BLANCO,ANILLO DOBLE O,50,17357750,42
122021,2023,Diciembre,12,CARRETE  3.1    9 MM X 43000 LOOPS BRONCE,ANILLO DOBLE O,2,846000,36
122022,2023,Diciembre,12,CARRETE  3.1    9 MM X 43000 LOOPS NEGRO,ANILLO DOBLE O,23,7827750,1
122023,2023,Diciembre,12,CARRETE  3.1    9 MM X 43000 LOOPS PLATA,ANILLO DOBLE O,1,426000,14
122024,2023,Diciembre,12,CARRETE  3.1   11 MM X 32000 LOOPS BLANCO,ANILLO DOBLE O,18,6569300,4
122025,2023,Diciembre,12,CARRETE  3.1   11 MM X 32000 LOOPS NEGRO,ANILLO DOBLE O,9,3266300,5
122026,2023,Diciembre,12,CARRETE  3.1   12 MM X 24000 LOOPS BLANCO,ANILLO DOBLE O,17,5185000,0
122027,2023,Diciembre,12,CARRETE  3.1   12 MM X 24000 LOOPS NEGRO,ANILLO DOBLE O,0,0,2
122028,2023,Diciembre,12,CARRETE  3.1   12 MM X 24000 LOOPS PLATA,ANILLO DOBLE O,0,0,0
122029,2023,Diciembre,12,CARRETE  3.1   14 MM X 19300 LOOPS BLANCO,ANILLO DOBLE O,13,4173000,0
122030,2023,Diciembre,12,CARRETE  3.1   14 MM X 19300 LOOPS NEGRO,ANILLO DOBLE O,3,898800,17
122031,2023,Diciembre,12,CARRETE  3.1   14 MM X 19300 LOOPS PLATA,ANILLO DOBLE O,0,0,11
122081,2023,Diciembre,12,DOBLE O CARTA 2.1    8 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0,444
122082,2023,Diciembre,12,DOBLE O CARTA 2.1    8 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,6,138000,229
122083,2023,Diciembre,12,DOBLE O CARTA 2.1    9 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,11,275000,504
122084,2023,Diciembre,12,DOBLE O CARTA 2.1    9 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,12,300000,427
122085,2023,Diciembre,12,DOBLE O CARTA 2.1   12 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,57,1938000,306
122086,2023,Diciembre,12,DOBLE O CARTA 2.1   12 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,3,102000,352
122087,2023,Diciembre,12,DOBLE O CARTA 2.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,2,86000,353
122088,2023,Diciembre,12,DOBLE O CARTA 2.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,8,344000,247
122089,2023,Diciembre,12,DOBLE O CARTA 2.1   16 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,52,1352000,684
122090,2023,Diciembre,12,DOBLE O CARTA 2.1   16 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,14,351000,377
122091,2023,Diciembre,12,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,35,1225000,352
122112,2023,Diciembre,12,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BRONCE,ANILLO DOBLE O,1,35000,192
122092,2023,Diciembre,12,DOBLE O CARTA 2.1   19 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,47,1435000,232
122093,2023,Diciembre,12,DOBLE O CARTA 2.1   22 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,18,709500,278
122094,2023,Diciembre,12,DOBLE O CARTA 2.1   22 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,25,946000,413
122095,2023,Diciembre,12,DOBLE O CARTA 2.1   25 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,0,0,292
122096,2023,Diciembre,12,DOBLE O CARTA 2.1   25 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,30,1325000,135
122097,2023,Diciembre,12,DOBLE O CARTA 2.1   28 MM  CAJA X 30 BLANCO,ANILLO DOBLE O,2,110000,398
122098,2023,Diciembre,12,DOBLE O CARTA 2.1   28 MM  CAJA X 30 NEGRO,ANILLO DOBLE O,0,0,348
122099,2023,Diciembre,12,DOBLE O CARTA 2.1   32 MM  CAJA X 30 BLANCO,ANILLO DOBLE O,1,63000,452
122100,2023,Diciembre,12,DOBLE O CARTA 2.1   32 MM  CAJA X 30 NEGRO,ANILLO DOBLE O,5,283500,101
122101,2023,Diciembre,12,DOBLE O CARTA 3.1    8 MM   CAJA X 100 BLANCO,ANILLO DOBLE O,0,0,640
122102,2023,Diciembre,12,DOBLE O CARTA 3.1    8 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,5,103500,448
122103,2023,Diciembre,12,DOBLE O CARTA 3.1    9 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,6,150000,519
122104,2023,Diciembre,12,DOBLE O CARTA 3.1    9 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,40,875000,264
122105,2023,Diciembre,12,DOBLE O CARTA 3.1   11 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,11,330000,432
122106,2023,Diciembre,12,DOBLE O CARTA 3.1   11 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,23,600000,243
122108,2023,Diciembre,12,DOBLE O CARTA 3.1   12 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,13,481000,703
122107,2023,Diciembre,12,DOBLE O CARTA 3.1   12 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,6,203500,389
122109,2023,Diciembre,12,DOBLE O CARTA 3.1   12 MM  CAJA X 100 PLATA,ANILLO DOBLE O,0,0,160
122110,2023,Diciembre,12,DOBLE O CARTA 3.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,3,129000,362
122111,2023,Diciembre,12,DOBLE O CARTA 3.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,20,731000,316
111001,2023,Diciembre,12,ROLLO 113 MM X 60 MTS 175 MICRAS,LAMINACION,54,1566000,786
111002,2023,Diciembre,12,ROLLO 113 MM X 60 MTS 250 MICRAS,LAMINACION,0,0,223
111003,2023,Diciembre,12,ROLLO 226 MM X 60 MTS 125 MICRAS,LAMINACION,420,14212800,1113
111004,2023,Diciembre,12,ROLLO 226 MM X 60 MTS 175 MICRAS,LAMINACION,0,0,0
111005,2023,Diciembre,12,ROLLO 226 MM X 60 MTS 250 MICRAS,LAMINACION,0,0,157
111007,2023,Diciembre,12,ROLLO 300 MM X 60 MTS 125 MICRAS,LAMINACION,12,672000,108
111008,2023,Diciembre,12,ROLLO 300 MM X 60 MTS 250 MICRAS,LAMINACION,2,210000,117
111018,2023,Diciembre,12,ROLLO 350 MM X 60 MTS 250 MICRAS,LAMINACION,0,0,256
111010,2023,Diciembre,12,ROLLO 375 MM X 60 MTS 125 MICRAS,LAMINACION,8,544000,257
111013,2023,Diciembre,12,ROLLO 375 MM X 75 MTS 75 MICRAS MATTE,LAMINACION,0,0,122
111014,2023,Diciembre,12,ROLLO 450 MM X 75 MTS 75 MICRAS BRILLANTE,LAMINACION,0,0,0
111019,2023,Diciembre,12,ROLLO 540 MM X 60 MTS 125 MICRAS,LAMINACION,0,0,100
