COD. PRODUCTO,AÑO,MES,MES NUMERO,DESCRIPCION,CATEGORIA,UNIDADES VENDIDAS, VALOR ,INVENTARIO FINAL,
121020,2024,Agosto,8,CARATULA CARTA STRIPE PAQ X 50 LILA,CARATULA,156,1745000," 1,536 ",
121021,2024,Agosto,8,CARATULA CARTA STRIPE PAQ X 50 NARANJA,CARATULA,21,257500," 2,267 ",
121022,2024,Agosto,8,CARATULA CARTA STRIPE PAQ X 50 ROJO,CARATULA,57,685000," 2,118 ",
121023,2024,Agosto,8,CARATULA CARTA STRIPE PAQ X 50 TRANSPARENTE,CARATULA,962,11726875," 7,013 ",
121024,2024,Agosto,8,CARATULA CARTA STRIPE PAQ X 50 VERDE T-1,CARATULA,51,617500, 804 ,
121025,2024,Agosto,8,CARATULA CARTA STRIPE PAQ X 50 VERDE T-2,CARATULA,31,372500," 3,890 ",
121032,2024,Agosto,8,CARATULA LEGAL STRIPE PAQ X 50 TRANSPARENTE,CARATULA,2,140000, 828 ,
121026,2024,Agosto,8,CARATULA OFICIO GRAIN AZUL PAQ X 50,CARATULA,1,14000, -   ,
121030,2024,Agosto,8,CARATULA OFICIO STRIPE PAQ X 50 TRANSPARENTE,CARATULA,266,3304000, 704 ,
121031,2024,Agosto,8,CARATULA OFICIO STRIPE PAQ X 50 VERDE T-2,CARATULA,0,0, -   ,
122009,2024,Agosto,8,CARRETE  2.1   16 MM X 10500 LOOPS BLANCO,ANILLO DOBLE O,6,1821200, 45 ,
122012,2024,Agosto,8,CARRETE  2.1   16 MM X 10500 LOOPS BRONCE,ANILLO DOBLE O,0,0, 3 ,
122010,2024,Agosto,8,CARRETE  2.1   16 MM X 10500 LOOPS NEGRO,ANILLO DOBLE O,2,612300, 23 ,
122011,2024,Agosto,8,CARRETE  2.1   16 MM X 10500 LOOPS PLATA,ANILLO DOBLE O,0,0, 24 ,
122013,2024,Agosto,8,CARRETE  2.1   19 MM X 7000 LOOPS BLANCO,ANILLO DOBLE O,4,1124200, 33 ,
122016,2024,Agosto,8,CARRETE  2.1   19 MM X 7000 LOOPS BRONCE,ANILLO DOBLE O,0,0, 21 ,
122014,2024,Agosto,8,CARRETE  2.1   19 MM X 7000 LOOPS NEGRO,ANILLO DOBLE O,3,861400, 37 ,
122015,2024,Agosto,8,CARRETE  2.1   19 MM X 7000 LOOPS PLATA,ANILLO DOBLE O,0,0, 17 ,
122017,2024,Agosto,8,CARRETE  3.1    8 MM X 60000 LOOPS BLANCO,ANILLO DOBLE O,0,0, 91 ,
122018,2024,Agosto,8,CARRETE  3.1    8 MM X 60000 LOOPS NEGRO,ANILLO DOBLE O,0,0, 69 ,
122019,2024,Agosto,8,CARRETE  3.1    8 MM X 60000 LOOPS PLATA,ANILLO DOBLE O,0,0, 10 ,
122020,2024,Agosto,8,CARRETE  3.1    9 MM X 43000 LOOPS BLANCO,ANILLO DOBLE O,5,1850700, 171 ,
122021,2024,Agosto,8,CARRETE  3.1    9 MM X 43000 LOOPS BRONCE,ANILLO DOBLE O,0,0, 34 ,
122022,2024,Agosto,8,CARRETE  3.1    9 MM X 43000 LOOPS NEGRO,ANILLO DOBLE O,8,2746200, 91 ,
122023,2024,Agosto,8,CARRETE  3.1    9 MM X 43000 LOOPS PLATA,ANILLO DOBLE O,0,0, 33 ,
122024,2024,Agosto,8,CARRETE  3.1   11 MM X 32000 LOOPS BLANCO,ANILLO DOBLE O,2,780900, 52 ,
122025,2024,Agosto,8,CARRETE  3.1   11 MM X 32000 LOOPS NEGRO,ANILLO DOBLE O,8,3000300, 48 ,
122026,2024,Agosto,8,CARRETE  3.1   12 MM X 24000 LOOPS BLANCO,ANILLO DOBLE O,1,324900, 41 ,
122027,2024,Agosto,8,CARRETE  3.1   12 MM X 24000 LOOPS NEGRO,ANILLO DOBLE O,4,1197000, 42 ,
122028,2024,Agosto,8,CARRETE  3.1   12 MM X 24000 LOOPS PLATA,ANILLO DOBLE O,2,780000, 21 ,
122029,2024,Agosto,8,CARRETE  3.1   14 MM X 19300 LOOPS BLANCO,ANILLO DOBLE O,0,0, 12 ,
122030,2024,Agosto,8,CARRETE  3.1   14 MM X 19300 LOOPS NEGRO,ANILLO DOBLE O,1,342000, 11 ,
122031,2024,Agosto,8,CARRETE  3.1   14 MM X 19300 LOOPS PLATA,ANILLO DOBLE O,0,0, 5 ,
122081,2024,Agosto,8,DOBLE O CARTA 2.1    8 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 441 ,
122082,2024,Agosto,8,DOBLE O CARTA 2.1    8 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 162 ,
122083,2024,Agosto,8,DOBLE O CARTA 2.1    9 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,12,319200, 462 ,
122084,2024,Agosto,8,DOBLE O CARTA 2.1    9 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,16,415800, 283 ,
122085,2024,Agosto,8,DOBLE O CARTA 2.1   12 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,30,1121000, 181 ,
122086,2024,Agosto,8,DOBLE O CARTA 2.1   12 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,18,628900, 168 ,
122087,2024,Agosto,8,DOBLE O CARTA 2.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,8,364800, 342 ,
122088,2024,Agosto,8,DOBLE O CARTA 2.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,8,362400, 139 ,
122089,2024,Agosto,8,DOBLE O CARTA 2.1   16 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,63,1700850, 480 ,
122090,2024,Agosto,8,DOBLE O CARTA 2.1   16 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,56,1464500, 24 ,
122091,2024,Agosto,8,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,35,1341600, 172 ,
122112,2024,Agosto,8,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BRONCE,ANILLO DOBLE O,2,78000, 155 ,
122092,2024,Agosto,8,DOBLE O CARTA 2.1   19 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,28,998400, 141 ,
122093,2024,Agosto,8,DOBLE O CARTA 2.1   22 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,7,326400, 175 ,
122094,2024,Agosto,8,DOBLE O CARTA 2.1   22 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,21,940800, 329 ,
122095,2024,Agosto,8,DOBLE O CARTA 2.1   25 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,2,112000, 281 ,
122096,2024,Agosto,8,DOBLE O CARTA 2.1   25 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,8,420000, 255 ,
122097,2024,Agosto,8,DOBLE O CARTA 2.1   28 MM  CAJA X 30 BLANCO,ANILLO DOBLE O,0,0, 364 ,
122098,2024,Agosto,8,DOBLE O CARTA 2.1   28 MM  CAJA X 30 NEGRO,ANILLO DOBLE O,2,124000, 340 ,
122099,2024,Agosto,8,DOBLE O CARTA 2.1   32 MM  CAJA X 30 BLANCO,ANILLO DOBLE O,1,71000, 442 ,
122100,2024,Agosto,8,DOBLE O CARTA 2.1   32 MM  CAJA X 30 NEGRO,ANILLO DOBLE O,9,589300, 171 ,
122101,2024,Agosto,8,DOBLE O CARTA 3.1    8 MM   CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 637 ,
122102,2024,Agosto,8,DOBLE O CARTA 3.1    8 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,2,52000, 431 ,
122103,2024,Agosto,8,DOBLE O CARTA 3.1    9 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,5,119000, 498 ,
122104,2024,Agosto,8,DOBLE O CARTA 3.1    9 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,23,565600, 130 ,
122105,2024,Agosto,8,DOBLE O CARTA 3.1   11 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 409 ,
122106,2024,Agosto,8,DOBLE O CARTA 3.1   11 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 156 ,
122108,2024,Agosto,8,DOBLE O CARTA 3.1   12 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 699 ,
122107,2024,Agosto,8,DOBLE O CARTA 3.1   12 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,13,459200, 308 ,
122109,2024,Agosto,8,DOBLE O CARTA 3.1   12 MM  CAJA X 100 PLATA,ANILLO DOBLE O,0,0, 158 ,
122110,2024,Agosto,8,DOBLE O CARTA 3.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,3,141600, 355 ,
122111,2024,Agosto,8,DOBLE O CARTA 3.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,2,93600, 232 ,
112031,2024,Agosto,8,FOIL S1 (101) 640 MM X 120 MT 12 MIC DORADO,LAMINACION,4,222300, 97 ,
112032,2024,Agosto,8,FOIL S1 (120) 640 MM X 120 MT 12 MIC PLATA,LAMINACION,4,228000, 112 ,
112033,2024,Agosto,8,FOIL S2 (101) 640 MM X 120 MT 12 MIC DORADO,LAMINACION,6,378000, 13 ,
112034,2024,Agosto,8,FOIL S2 (120) 640 MM X 120 MT 12 MIC PLATA,LAMINACION,0,0, 20 ,
112036,2024,Agosto,8,FOIL S4 (S15) 640 MM X 120 MT 12 MIC PLATA HOLOGRAFICO,LAMINACION,1,72000, 75 ,
112035,2024,Agosto,8,FOIL S4 (SA18) 640 MM X 120 MT 12 MIC DORADO HOLOGRAFICO,LAMINACION,0,0, 35 ,
111001,2024,Agosto,8,ROLLO 113 MM X 60 MTS 175 MICRAS,LAMINACION,23,614800," 1,319 ",
111002,2024,Agosto,8,ROLLO 113 MM X 60 MTS 250 MICRAS,LAMINACION,0,0, 144 ,
111003,2024,Agosto,8,ROLLO 226 MM X 60 MTS 125 MICRAS,LAMINACION,200,7123200, 487 ,
111004,2024,Agosto,8,ROLLO 226 MM X 60 MTS 175 MICRAS,LAMINACION,22,1364000, 178 ,
111005,2024,Agosto,8,ROLLO 226 MM X 60 MTS 250 MICRAS,LAMINACION,15,1113900, 103 ,
111007,2024,Agosto,8,ROLLO 300 MM X 60 MTS 125 MICRAS,LAMINACION,0,0, -   ,
111008,2024,Agosto,8,ROLLO 300 MM X 60 MTS 250 MICRAS,LAMINACION,9,945000, 32 ,
111018,2024,Agosto,8,ROLLO 350 MM X 60 MTS 250 MICRAS,LAMINACION,0,0, 227 ,
111010,2024,Agosto,8,ROLLO 375 MM X 60 MTS 125 MICRAS,LAMINACION,0,0, -   ,
111013,2024,Agosto,8,ROLLO 375 MM X 75 MTS 75 MICRAS MATTE,PLASTIFICACION,3,180000, 116 ,
111015,2024,Agosto,8,ROLLO 450 MM X 75 MTS 75 MICRAS MATTE,PLASTIFICACION,0,0, 83 ,
111019,2024,Agosto,8,ROLLO 540 MM X 60 MTS 125 MICRAS,PLASTIFICACION,0,0, -   ,
111020,2024,Agosto,8,ROLLO 540 MM X 60 MTS 175 MICRAS,PLASTIFICACION,0,0, 140 ,
111016,2024,Agosto,8,ROLLO 680 MM X 60 MTS 125 MICRAS BRILLANTE,PLASTIFICACION,12,1798000, 149 ,
112001,2024,Agosto,8,ROLLO BOPP BRILLANTE 250 MM X 4000 MT 18 MIC,PLASTIFICACION,21,5267250, 110 ,
112002,2024,Agosto,8,ROLLO BOPP BRILLANTE 300 MM X 4000 MT 18 MIC,PLASTIFICACION,13,3832200, 159 ,
112003,2024,Agosto,8,ROLLO BOPP BRILLANTE 330 MM X 200 MT 23 MIC,PLASTIFICACION,22,1279750, 535 ,
112006,2024,Agosto,8,ROLLO BOPP BRILLANTE 345 MM X 4000 MT 18 MIC,PLASTIFICACION,29,10064280, 164 ,
112026,2024,Agosto,8,ROLLO BOPP BRILLANTE 400 MM X 4000 MT 18 MIC,PLASTIFICACION,3,1183300, 34 ,
112007,2024,Agosto,8,ROLLO BOPP BRILLANTE 445 MM X 4000 MT 18 MIC,PLASTIFICACION,20,8874150, 52 ,
112008,2024,Agosto,8,ROLLO BOPP BRILLANTE 495 MM X 4000 MT 18 MIC,PLASTIFICACION,43,20722050, 84 ,
112028,2024,Agosto,8,ROLLO BOPP BRILLANTE 595 MM X 4000 MT 18 MIC,PLASTIFICACION,1,651200, 78 ,
112009,2024,Agosto,8,ROLLO BOPP BRILLANTE 695 MM X 4000 MT 18 MIC,PLASTIFICACION,11,7906600, 45 ,
112024,2024,Agosto,8,ROLLO BOPP MATE 200 MM X 4000 MT 18 MIC,PLASTIFICACION,10,1765200, 10 ,
112010,2024,Agosto,8,ROLLO BOPP MATE 250 MM X 4000 MT 18 MIC,PLASTIFICACION,26,6061500, 70 ,
112011,2024,Agosto,8,ROLLO BOPP MATE 300 MM X 4000 MT 18 MIC,PLASTIFICACION,32,8827513, 93 ,
112012,2024,Agosto,8,ROLLO BOPP MATE 330 MM X 200 MT 23 MIC,PLASTIFICACION,1,65000, 533 ,
112021,2024,Agosto,8,ROLLO BOPP MATE 330 MM X 4000 MT 18 MIC,PLASTIFICACION,0,0, -   ,
112013,2024,Agosto,8,ROLLO BOPP MATE 330 MM X 500 MT 22 MIC,PLASTIFICACION,2,285000, 171 ,
112015,2024,Agosto,8,ROLLO BOPP MATE 345 MM X 4000 MT 18 MIC,PLASTIFICACION,57,17776780, 71 ,
112025,2024,Agosto,8,ROLLO BOPP MATE 400 MM X 4000 MT 18 MIC,PLASTIFICACION,3,1167972, 3 ,
112016,2024,Agosto,8,ROLLO BOPP MATE 445 MM X 4000 MT 18 MIC,PLASTIFICACION,46,19240150, 72 ,
112017,2024,Agosto,8,ROLLO BOPP MATE 495 MM X 4000 MT 18 MIC,PLASTIFICACION,102,46877370, 271 ,
112018,2024,Agosto,8,ROLLO BOPP MATE 595 MM X 4000 MT 18 MIC,ANILLO DOBLE O,22,12471370, 42 ,
112019,2024,Agosto,8,ROLLO BOPP MATE 695 MM X 4000 MT 18 MIC,ANILLO DOBLE O,21,13682750, 45 ,
112020,2024,Agosto,8,ROLLO HOLOGRAFICO 495 MM X 1500 MT 24 MIC,ANILLO DOBLE O,2,884585, 203 ,
112022,2024,Agosto,8,ROLLO METALIZADO DORADO 495 MM X 1000 MT 22 MIC,ANILLO DOBLE O,0,0, 98 ,
112023,2024,Agosto,8,ROLLO METALIZADO PLATA 495 MM X 1000 MT 22 MIC,ANILLO DOBLE O,6,1961700, 111 ,
112027,2024,Agosto,8,ROLLO PIEL DURAZNO 495 MM X 200 MT 28 MIC,ANILLO DOBLE O,4,640000, 83 ,
112005,2024,Agosto,8,ROLLO SUPERBONDING BRILLANTE 330 MM X 500 MT 30 MIC,ANILLO DOBLE O,0,0, 56 ,
112014,2024,Agosto,8,ROLLO SUPERBONDING MATE 330 MM X 500 MT 30 MIC,ANILLO DOBLE O,0,0, -   ,
122041,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 BLANCO,ANILLO DOBLE O,10,4510500, 46 ,
122042,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 NEGRO,ANILLO DOBLE O,2,925750, 66 ,
122043,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 PLATA,ANILLO DOBLE O,1,474300, 58 ,
122044,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 BLANCO,ANILLO DOBLE O,16,6620250, 29 ,
122045,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 NEGRO,ANILLO DOBLE O,2,773500, 60 ,
122046,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 PLATA,ANILLO DOBLE O,0,0, 26 ,
122047,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BLANCO,ANILLO DOBLE O,23,9520000, 195 ,
122048,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BRONCE,ANILLO DOBLE O,1,463500, 57 ,
122049,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 NEGRO,ANILLO DOBLE O,7,2906400, 165 ,
122050,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 PLATA,ANILLO DOBLE O,4,1838550, 41 ,
122051,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BLANCO,ANILLO DOBLE O,11,5192400, 98 ,
122052,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BRONCE,ANILLO DOBLE O,5,2656400, 28 ,
122053,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 NEGRO,ANILLO DOBLE O,3,1386000, 103 ,
122054,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 PLATA,ANILLO DOBLE O,6,3143600, 37 ,
122055,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BLANCO,ANILLO DOBLE O,6,2751550, 32 ,
122056,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BRONCE,ANILLO DOBLE O,1,560000, 32 ,
122057,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 NEGRO,ANILLO DOBLE O,4,1801900, 13 ,
122058,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 PLATA,ANILLO DOBLE O,1,504000, 25 ,
122059,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 BLANCO,ANILLO DOBLE O,5,1983400, 74 ,
122077,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 BRONCE,ANILLO DOBLE O,0,0, 25 ,
122060,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 NEGRO,ANILLO DOBLE O,2,738500, 75 ,
122061,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 PLATA,ANILLO DOBLE O,4,1871100, 37 ,
122062,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 BLANCO,ANILLO DOBLE O,0,0, 57 ,
122063,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 NEGRO,ANILLO DOBLE O,0,0, 43 ,
122064,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 PLATA,ANILLO DOBLE O,1,506000, 30 ,
122065,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 BLANCO,ANILLO DOBLE O,6,2975400, 52 ,
122066,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 NEGRO,ANILLO DOBLE O,0,0, 57 ,
122067,2024,Agosto,8,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 PLATA,ANILLO DOBLE O,1,540000, 29 ,
131008,2024,Agosto,8,VARILLA MEDIA LUNA  10 CM X 100 BLANCO,ANILLO DOBLE O,1,11000," 2,161 ",
131007,2024,Agosto,8,VARILLA MEDIA LUNA  10 CM X 100 NEGRO,ANILLO DOBLE O,1,11000," 1,052 ",
131010,2024,Agosto,8,VARILLA MEDIA LUNA  15 CM X 100 BLANCO,ANILLO DOBLE O,0,0, 885 ,
131009,2024,Agosto,8,VARILLA MEDIA LUNA  15 CM X 100 NEGRO,ANILLO DOBLE O,0,0, 513 ,
131033,2024,Agosto,8,VARILLA MEDIA LUNA  20 CM X 100 BLANCO,ANILLO DOBLE O,0,0, 15 ,
131034,2024,Agosto,8,VARILLA MEDIA LUNA  20 CM X 100 NEGRO,ANILLO DOBLE O,0,0, 349 ,
131018,2024,Agosto,8,YOYO ORIGINAL CAJA X 50 AZUL,VARIOS,0,0," 1,130 ",
131019,2024,Agosto,8,YOYO ORIGINAL CAJA X 50 BLANCO,VARIOS,140,8050000," 1,680 ",
131020,2024,Agosto,8,YOYO ORIGINAL CAJA X 50 NEGRO,VARIOS,2,130500, 938 ,
131021,2024,Agosto,8,YOYO ORIGINAL CAJA X 50 ROJO,VARIOS,15,978750, 70 ,
131022,2024,Agosto,8,YOYO ORIGINAL CAJA X 50 VERDE,VARIOS,0,0, 221 ,
131012,2024,Septiembre,9,ACETATOS CARTA PAQ X 50,VARIOS,0,0, -   ,
113001,2024,Septiembre,9,BOLSILLO CARNET 60 X 90 MM 175 MIC CAJA X 100,LAMINACION,0,0, -   ,
113005,2024,Septiembre,9,BOLSILLO CARTA 225MM X 288MM 125 MIC CAJA X 100,LAMINACION,692,22495000," 9,768 ",
113006,2024,Septiembre,9,BOLSILLO CARTA 225MM X 288MM 175 MIC CAJA X 100,LAMINACION,127,5723000," 1,339 ",
113007,2024,Septiembre,9,BOLSILLO CARTA 225MM X 288MM 250 MIC CAJA X 50,LAMINACION,287,10578000," 2,172 ",
113002,2024,Septiembre,9,BOLSILLO CEDULA 70 X 100 MM 175 MIC CAJA X 100,LAMINACION,336,2052000," 8,012 ",
113008,2024,Septiembre,9,BOLSILLO OFICIO 225MM X 337MM 125 MIC CAJA X 100,LAMINACION,372,13084300," 3,462 ",
113003,2024,Septiembre,9,BOLSILLO TARJETA PROPIEDAD 80 X 110 MM 175 MIC CAJA X 100,LAMINACION,410,2840500," 5,219 ",
121009,2024,Septiembre,9,CARATULA CARTA GRAIN PAQ X 50 AZUL,CARATULA,20,237500," 3,103 ",
121010,2024,Septiembre,9,CARATULA CARTA GRAIN PAQ X 50 NEGRO,CARATULA,150,1776250," 1,764 ",
121034,2024,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 AMARILLO,CARATULA,16,196875," 1,569 ",
121017,2024,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 AZUL T-1,CARATULA,20,237500," 2,075 ",
121018,2024,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 AZUL T-2,CARATULA,52,617500, 125 ,
121019,2024,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 HUMO,CARATULA,52,614000," 2,245 ",
121020,2024,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 LILA,CARATULA,22,259375," 1,514 ",
121021,2024,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 NARANJA,CARATULA,7,84375," 2,260 ",
121022,2024,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 ROJO,CARATULA,17,199375," 2,101 ",
121023,2024,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 TRANSPARENTE,CARATULA,358,4267750," 6,655 ",
121024,2024,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 VERDE T-1,CARATULA,5,59375, 799 ,
121025,2024,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 VERDE T-2,CARATULA,12,144375," 3,878 ",
121032,2024,Septiembre,9,CARATULA LEGAL STRIPE PAQ X 50 TRANSPARENTE,CARATULA,0,0, 828 ,
121026,2024,Septiembre,9,CARATULA OFICIO GRAIN AZUL PAQ X 50,CARATULA,0,0, -   ,
121030,2024,Septiembre,9,CARATULA OFICIO STRIPE PAQ X 50 TRANSPARENTE,CARATULA,379,4666000, 325 ,
121031,2024,Septiembre,9,CARATULA OFICIO STRIPE PAQ X 50 VERDE T-2,CARATULA,0,0, -   ,
122009,2024,Septiembre,9,CARRETE  2.1   16 MM X 10500 LOOPS BLANCO,ANILLO DOBLE O,6,1789800, 39 ,
122012,2024,Septiembre,9,CARRETE  2.1   16 MM X 10500 LOOPS BRONCE,ANILLO DOBLE O,0,0, 3 ,
122010,2024,Septiembre,9,CARRETE  2.1   16 MM X 10500 LOOPS NEGRO,ANILLO DOBLE O,0,0, 23 ,
122011,2024,Septiembre,9,CARRETE  2.1   16 MM X 10500 LOOPS PLATA,ANILLO DOBLE O,0,0, 24 ,
122013,2024,Septiembre,9,CARRETE  2.1   19 MM X 7000 LOOPS BLANCO,ANILLO DOBLE O,3,834800, 30 ,
122016,2024,Septiembre,9,CARRETE  2.1   19 MM X 7000 LOOPS BRONCE,ANILLO DOBLE O,0,0, 21 ,
122014,2024,Septiembre,9,CARRETE  2.1   19 MM X 7000 LOOPS NEGRO,ANILLO DOBLE O,0,0, 37 ,
122015,2024,Septiembre,9,CARRETE  2.1   19 MM X 7000 LOOPS PLATA,ANILLO DOBLE O,0,0, 17 ,
122017,2024,Septiembre,9,CARRETE  3.1    8 MM X 60000 LOOPS BLANCO,ANILLO DOBLE O,0,0, 91 ,
122018,2024,Septiembre,9,CARRETE  3.1    8 MM X 60000 LOOPS NEGRO,ANILLO DOBLE O,18,7849000, 51 ,
122019,2024,Septiembre,9,CARRETE  3.1    8 MM X 60000 LOOPS PLATA,ANILLO DOBLE O,0,0, 10 ,
122020,2024,Septiembre,9,CARRETE  3.1    9 MM X 43000 LOOPS BLANCO,ANILLO DOBLE O,7,2427800, 164 ,
122021,2024,Septiembre,9,CARRETE  3.1    9 MM X 43000 LOOPS BRONCE,ANILLO DOBLE O,0,0, 34 ,
122022,2024,Septiembre,9,CARRETE  3.1    9 MM X 43000 LOOPS NEGRO,ANILLO DOBLE O,6,2089500, 85 ,
122023,2024,Septiembre,9,CARRETE  3.1    9 MM X 43000 LOOPS PLATA,ANILLO DOBLE O,1,477000, 32 ,
122024,2024,Septiembre,9,CARRETE  3.1   11 MM X 32000 LOOPS BLANCO,ANILLO DOBLE O,1,390450, 51 ,
122025,2024,Septiembre,9,CARRETE  3.1   11 MM X 32000 LOOPS NEGRO,ANILLO DOBLE O,1,390450, 48 ,
122026,2024,Septiembre,9,CARRETE  3.1   12 MM X 24000 LOOPS BLANCO,ANILLO DOBLE O,3,940500, 38 ,
122027,2024,Septiembre,9,CARRETE  3.1   12 MM X 24000 LOOPS NEGRO,ANILLO DOBLE O,0,0, 42 ,
122028,2024,Septiembre,9,CARRETE  3.1   12 MM X 24000 LOOPS PLATA,ANILLO DOBLE O,1,348500, 20 ,
122029,2024,Septiembre,9,CARRETE  3.1   14 MM X 19300 LOOPS BLANCO,ANILLO DOBLE O,3,954000, 9 ,
122030,2024,Septiembre,9,CARRETE  3.1   14 MM X 19300 LOOPS NEGRO,ANILLO DOBLE O,2,684000, 9 ,
122031,2024,Septiembre,9,CARRETE  3.1   14 MM X 19300 LOOPS PLATA,ANILLO DOBLE O,0,0, 5 ,
122081,2024,Septiembre,9,DOBLE O CARTA 2.1    8 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 441 ,
122082,2024,Septiembre,9,DOBLE O CARTA 2.1    8 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 162 ,
122083,2024,Septiembre,9,DOBLE O CARTA 2.1    9 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,4,112000, 458 ,
122084,2024,Septiembre,9,DOBLE O CARTA 2.1    9 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,3,79800, 279 ,
122085,2024,Septiembre,9,DOBLE O CARTA 2.1   12 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,40,1520000, 141 ,
122086,2024,Septiembre,9,DOBLE O CARTA 2.1   12 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,3,108300, 165 ,
122087,2024,Septiembre,9,DOBLE O CARTA 2.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 342 ,
122088,2024,Septiembre,9,DOBLE O CARTA 2.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 139 ,
122089,2024,Septiembre,9,DOBLE O CARTA 2.1   16 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,0,0, 480 ,
122090,2024,Septiembre,9,DOBLE O CARTA 2.1   16 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,0,0, 23 ,
122091,2024,Septiembre,9,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,1,39000, 171 ,
