COD. PRODUCTO,AÑO,MES,MES NUMERO,DESCRIPCION,CATEGORIA,UNIDADES VENDIDAS, VALOR ,INVENTARIO FINAL,
122087,2023,Agosto,8,DOBLE O CARTA 2.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 262 ,
122088,2023,Agosto,8,DOBLE O CARTA 2.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 196 ,
122089,2023,Agosto,8,DOBLE O CARTA 2.1   16 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,4,152000, 557 ,
122090,2023,Agosto,8,DOBLE O CARTA 2.1   16 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,1,38000, 215 ,
122091,2023,Agosto,8,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,1,45000, 270 ,
122112,2023,Agosto,8,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BRONCE,ANILLO DOBLE O,0,0, 200 ,
122092,2023,Agosto,8,DOBLE O CARTA 2.1   19 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,6,270000, 261 ,
122093,2023,Agosto,8,DOBLE O CARTA 2.1   22 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,2,118000, 228 ,
122094,2023,Agosto,8,DOBLE O CARTA 2.1   22 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,0,0, 348 ,
122095,2023,Agosto,8,DOBLE O CARTA 2.1   25 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,0,0, 308 ,
122096,2023,Agosto,8,DOBLE O CARTA 2.1   25 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,0,0, 195 ,
122097,2023,Agosto,8,DOBLE O CARTA 2.1   28 MM  CAJA X 30 BLANCO,ANILLO DOBLE O,0,0, 400 ,
122098,2023,Agosto,8,DOBLE O CARTA 2.1   28 MM  CAJA X 30 NEGRO,ANILLO DOBLE O,0,0, 355 ,
122099,2023,Agosto,8,DOBLE O CARTA 2.1   32 MM  CAJA X 30 BLANCO,ANILLO DOBLE O,0,0, 454 ,
122100,2023,Agosto,8,DOBLE O CARTA 2.1   32 MM  CAJA X 30 NEGRO,ANILLO DOBLE O,0,0, 147 ,
122101,2023,Agosto,8,DOBLE O CARTA 3.1    8 MM   CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 347 ,
122102,2023,Agosto,8,DOBLE O CARTA 3.1    8 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 268 ,
122103,2023,Agosto,8,DOBLE O CARTA 3.1    9 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,2,80000, 267 ,
122104,2023,Agosto,8,DOBLE O CARTA 3.1    9 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 170 ,
122105,2023,Agosto,8,DOBLE O CARTA 3.1   11 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 346 ,
122106,2023,Agosto,8,DOBLE O CARTA 3.1   11 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 198 ,
122108,2023,Agosto,8,DOBLE O CARTA 3.1   12 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 734 ,
122107,2023,Agosto,8,DOBLE O CARTA 3.1   12 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 219 ,
122109,2023,Agosto,8,DOBLE O CARTA 3.1   12 MM  CAJA X 100 PLATA,ANILLO DOBLE O,0,0, 182 ,
122110,2023,Agosto,8,DOBLE O CARTA 3.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 277 ,
122111,2023,Agosto,8,DOBLE O CARTA 3.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 255 ,
111001,2023,Agosto,8,ROLLO 113 MM X 60 MTS 175 MICRAS,LAMINACION,104,2994800, 974 ,
111002,2023,Agosto,8,ROLLO 113 MM X 60 MTS 250 MICRAS,LAMINACION,0,0, 264 ,
111003,2023,Agosto,8,ROLLO 226 MM X 60 MTS 125 MICRAS,LAMINACION,308,11437360, 902 ,
111004,2023,Agosto,8,ROLLO 226 MM X 60 MTS 175 MICRAS,LAMINACION,0,0, -   ,
111005,2023,Agosto,8,ROLLO 226 MM X 60 MTS 250 MICRAS,LAMINACION,7,553000, 175 ,
111007,2023,Agosto,8,ROLLO 300 MM X 60 MTS 125 MICRAS,LAMINACION,0,0, 168 ,
111008,2023,Agosto,8,ROLLO 300 MM X 60 MTS 250 MICRAS,LAMINACION,1,105000, 159 ,
111018,2023,Agosto,8,ROLLO 350 MM X 60 MTS 250 MICRAS,LAMINACION,0,0, 256 ,
111010,2023,Agosto,8,ROLLO 375 MM X 60 MTS 125 MICRAS,LAMINACION,0,0, 300 ,
111013,2023,Agosto,8,ROLLO 375 MM X 75 MTS 75 MICRAS MATTE,LAMINACION,0,0, 126 ,
111014,2023,Agosto,8,ROLLO 450 MM X 75 MTS 75 MICRAS BRILLANTE,LAMINACION,0,0, -   ,
111015,2023,Agosto,8,ROLLO 450 MM X 75 MTS 75 MICRAS MATTE,LAMINACION,2,150000, 83 ,
111019,2023,Agosto,8,ROLLO 540 MM X 60 MTS 125 MICRAS,LAMINACION,36,4276800, -   ,
111020,2023,Agosto,8,ROLLO 540 MM X 60 MTS 175 MICRAS,LAMINACION,20,3150000, -   ,
111016,2023,Agosto,8,ROLLO 680 MM X 60 MTS 125 MICRAS BRILLANTE,LAMINACION,14,2282000, 210 ,
112001,2023,Agosto,8,ROLLO BOPP BRILLANTE 250 MM X 4000 MT 18 MIC,PLASTIFICACION,20,5701990, 88 ,
112002,2023,Agosto,8,ROLLO BOPP BRILLANTE 300 MM X 4000 MT 18 MIC,PLASTIFICACION,5,1701700, 4 ,
112003,2023,Agosto,8,ROLLO BOPP BRILLANTE 330 MM X 200 MT 23 MIC,PLASTIFICACION,140,8098500, 259 ,
112006,2023,Agosto,8,ROLLO BOPP BRILLANTE 345 MM X 4000 MT 18 MIC,PLASTIFICACION,46,18452143, 45 ,
112026,2023,Agosto,8,ROLLO BOPP BRILLANTE 400 MM X 4000 MT 18 MIC,PLASTIFICACION,14,6330090, 74 ,
112007,2023,Agosto,8,ROLLO BOPP BRILLANTE 445 MM X 4000 MT 18 MIC,PLASTIFICACION,6,3042100, 2 ,
112029,2023,Agosto,8,ROLLO BOPP BRILLANTE 495 MM X 2000 MT 18 MIC,PLASTIFICACION,2,552500, 2 ,
112008,2023,Agosto,8,ROLLO BOPP BRILLANTE 495 MM X 4000 MT 18 MIC,PLASTIFICACION,1,554200, 1 ,
112028,2023,Agosto,8,ROLLO BOPP BRILLANTE 595 MM X 4000 MT 18 MIC,PLASTIFICACION,0,0, 4 ,
112009,2023,Agosto,8,ROLLO BOPP BRILLANTE 695 MM X 4000 MT 18 MIC,PLASTIFICACION,8,4816600, 57 ,
112024,2023,Agosto,8,ROLLO BOPP MATE 200 MM X 4000 MT 18 MIC,PLASTIFICACION,0,0, -   ,
112010,2023,Agosto,8,ROLLO BOPP MATE 250 MM X 4000 MT 18 MIC,PLASTIFICACION,23,6215180, 47 ,
112011,2023,Agosto,8,ROLLO BOPP MATE 300 MM X 4000 MT 18 MIC,PLASTIFICACION,19,5939520, 2 ,
112012,2023,Agosto,8,ROLLO BOPP MATE 330 MM X 200 MT 23 MIC,PLASTIFICACION,26,1573000, 311 ,
112021,2023,Agosto,8,ROLLO BOPP MATE 330 MM X 4000 MT 18 MIC,PLASTIFICACION,0,0, -   ,
112013,2023,Agosto,8,ROLLO BOPP MATE 330 MM X 500 MT 22 MIC,PLASTIFICACION,4,592500, 192 ,
112015,2023,Agosto,8,ROLLO BOPP MATE 345 MM X 4000 MT 18 MIC,PLASTIFICACION,0,0, -   ,
112025,2023,Agosto,8,ROLLO BOPP MATE 400 MM X 4000 MT 18 MIC,PLASTIFICACION,19,8202745, 39 ,
112016,2023,Agosto,8,ROLLO BOPP MATE 445 MM X 4000 MT 18 MIC,PLASTIFICACION,0,0, -   ,
112017,2023,Agosto,8,ROLLO BOPP MATE 495 MM X 4000 MT 18 MIC,PLASTIFICACION,78,40764870, 238 ,
112018,2023,Agosto,8,ROLLO BOPP MATE 595 MM X 4000 MT 18 MIC,PLASTIFICACION,19,8690780, 65 ,
112019,2023,Agosto,8,ROLLO BOPP MATE 695 MM X 4000 MT 18 MIC,PLASTIFICACION,25,13793300, 1 ,
112005,2023,Agosto,8,ROLLO SUPERBONDING BRILLANTE 330 MM X 500 MT 30 MIC,PLASTIFICACION,0,0, 64 ,
112014,2023,Agosto,8,ROLLO SUPERBONDING MATE 330 MM X 500 MT 30 MIC,PLASTIFICACION,1,210084, 2 ,
122041,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 BLANCO,ANILLO DOBLE O,0,0, 94 ,
122042,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 NEGRO,ANILLO DOBLE O,4,1749600, 99 ,
122043,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 PLATA,ANILLO DOBLE O,0,0, 70 ,
122044,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 BLANCO,ANILLO DOBLE O,2,865830, 56 ,
122045,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 NEGRO,ANILLO DOBLE O,1,432915, 49 ,
122046,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 PLATA,ANILLO DOBLE O,0,0, 30 ,
122047,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BLANCO,ANILLO DOBLE O,16,6418750, 358 ,
122048,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BRONCE,ANILLO DOBLE O,0,0, 44 ,
122049,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 NEGRO,ANILLO DOBLE O,5,2021250, 233 ,
122050,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 PLATA,ANILLO DOBLE O,17,7319480, 37 ,
122051,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BLANCO,ANILLO DOBLE O,6,2728950, 248 ,
122052,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BRONCE,ANILLO DOBLE O,4,2101400, 41 ,
122053,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 NEGRO,ANILLO DOBLE O,6,2618560, 133 ,
122054,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 PLATA,ANILLO DOBLE O,2,974950, 52 ,
122055,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BLANCO,ANILLO DOBLE O,7,3178700, 70 ,
122056,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BRONCE,ANILLO DOBLE O,0,0, 16 ,
122057,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 NEGRO,ANILLO DOBLE O,1,454100, 61 ,
122058,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 PLATA,ANILLO DOBLE O,15,7660800, 20 ,
122059,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 BLANCO,ANILLO DOBLE O,24,8940480, 72 ,
122077,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 BRONCE,ANILLO DOBLE O,0,0, 15 ,
122060,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 NEGRO,ANILLO DOBLE O,3,1188450, 60 ,
122061,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 PLATA,ANILLO DOBLE O,2,887300, 22 ,
122062,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 BLANCO,ANILLO DOBLE O,0,0, 73 ,
122063,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 NEGRO,ANILLO DOBLE O,1,371280, 41 ,
122064,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 PLATA,ANILLO DOBLE O,0,0, 31 ,
122065,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 BLANCO,ANILLO DOBLE O,2,985530, 68 ,
122066,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 NEGRO,ANILLO DOBLE O,0,0, 60 ,
122067,2023,Agosto,8,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 PLATA,ANILLO DOBLE O,0,0, 30 ,
131008,2023,Agosto,8,VARILLA MEDIA LUNA  10 CM X 100 BLANCO,ANILLO DOBLE O,16,201500," 2,447 ",
131007,2023,Agosto,8,VARILLA MEDIA LUNA  10 CM X 100 NEGRO,ANILLO DOBLE O,10,117000," 1,170 ",
131010,2023,Agosto,8,VARILLA MEDIA LUNA  15 CM X 100 BLANCO,ANILLO DOBLE O,10,153000," 1,631 ",
131009,2023,Agosto,8,VARILLA MEDIA LUNA  15 CM X 100 NEGRO,ANILLO DOBLE O,10,153000, 758 ,
131033,2023,Agosto,8,VARILLA MEDIA LUNA  20 CM X 100 BLANCO,ANILLO DOBLE O,0,0, 32 ,
131034,2023,Agosto,8,VARILLA MEDIA LUNA  20 CM X 100 NEGRO,ANILLO DOBLE O,0,0, 396 ,
131017,2023,Agosto,8,YOYO ORIGINAL CAJA X 50 AMARILLO,VARIOS,0,0, 35 ,
131018,2023,Agosto,8,YOYO ORIGINAL CAJA X 50 AZUL,VARIOS,12,783000," 1,397 ",
131019,2023,Agosto,8,YOYO ORIGINAL CAJA X 50 BLANCO,VARIOS,42,2430500," 2,538 ",
131020,2023,Agosto,8,YOYO ORIGINAL CAJA X 50 NEGRO,VARIOS,8,522000," 1,057 ",
131021,2023,Agosto,8,YOYO ORIGINAL CAJA X 50 ROJO,VARIOS,1,65250, 124 ,
131022,2023,Agosto,8,YOYO ORIGINAL CAJA X 50 VERDE,VARIOS,4,261000, 259 ,
131012,2023,Septiembre,9,ACETATOS CARTA PAQ X 50,VARIOS,304,2920000," 2,856 ",
113001,2023,Septiembre,9,BOLSILLO CARNET 60 X 90 MM 175 MIC CAJA X 100,LAMINACION,456,2080000," 2,023 ",
113005,2023,Septiembre,9,BOLSILLO CARTA 225MM X 288MM 125 MIC CAJA X 100,LAMINACION,1242,46488000," 6,437 ",
113006,2023,Septiembre,9,BOLSILLO CARTA 225MM X 288MM 175 MIC CAJA X 100,LAMINACION,243,10710000," 1,823 ",
113007,2023,Septiembre,9,BOLSILLO CARTA 225MM X 288MM 250 MIC CAJA X 50,LAMINACION,415,15518500," 2,675 ",
113002,2023,Septiembre,9,BOLSILLO CEDULA 70 X 100 MM 175 MIC CAJA X 100,LAMINACION,543,3290500," 10,525 ",
113008,2023,Septiembre,9,BOLSILLO OFICIO 225MM X 337MM 125 MIC CAJA X 100,LAMINACION,505,20296000," 1,720 ",
113003,2023,Septiembre,9,BOLSILLO TARJETA PROPIEDAD 80 X 110 MM 175 MIC CAJA X 100,LAMINACION,407,2935300," 7,543 ",
121009,2023,Septiembre,9,CARATULA CARTA GRAIN PAQ X 50 AZUL,CARATULA,21,299600," 3,332 ",
121010,2023,Septiembre,9,CARATULA CARTA GRAIN PAQ X 50 NEGRO,CARATULA,82,1203800," 3,162 ",
121034,2023,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 AMARILLO,CARATULA,60,785900," 2,125 ",
121017,2023,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 AZUL T-1,CARATULA,32,424250," 3,594 ",
121018,2023,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 AZUL T-2,CARATULA,132,1724050," 2,193 ",
121019,2023,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 HUMO,CARATULA,163,2145200," 3,941 ",
121020,2023,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 LILA,CARATULA,47,626700," 2,168 ",
121021,2023,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 NARANJA,CARATULA,20,261000," 2,880 ",
121022,2023,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 ROJO,CARATULA,75,981150," 2,927 ",
121023,2023,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 TRANSPARENTE,CARATULA,429,5636300," 15,302 ",
121024,2023,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 VERDE T-1,CARATULA,86,1042250," 1,629 ",
121025,2023,Septiembre,9,CARATULA CARTA STRIPE PAQ X 50 VERDE T-2,CARATULA,59,772850," 4,550 ",
121032,2023,Septiembre,9,CARATULA LEGAL STRIPE PAQ X 50 TRANSPARENTE,CARATULA,4,280000, 876 ,
121026,2023,Septiembre,9,CARATULA OFICIO GRAIN AZUL PAQ X 50,CARATULA,3,48000, 165 ,
121030,2023,Septiembre,9,CARATULA OFICIO STRIPE PAQ X 50 TRANSPARENTE,CARATULA,665,9484900," 3,263 ",
121031,2023,Septiembre,9,CARATULA OFICIO STRIPE PAQ X 50 VERDE T-2,CARATULA,20,306000, 144 ,
122009,2023,Septiembre,9,CARRETE  2.1   16 MM X 10500 LOOPS BLANCO,ANILLO DOBLE O,29,7420000, 17 ,
122012,2023,Septiembre,9,CARRETE  2.1   16 MM X 10500 LOOPS BRONCE,ANILLO DOBLE O,1,336000, 20 ,
122010,2023,Septiembre,9,CARRETE  2.1   16 MM X 10500 LOOPS NEGRO,ANILLO DOBLE O,2,504000, 37 ,
122011,2023,Septiembre,9,CARRETE  2.1   16 MM X 10500 LOOPS PLATA,ANILLO DOBLE O,0,0, 19 ,
122013,2023,Septiembre,9,CARRETE  2.1   19 MM X 7000 LOOPS BLANCO,ANILLO DOBLE O,12,2860000, 18 ,
122016,2023,Septiembre,9,CARRETE  2.1   19 MM X 7000 LOOPS BRONCE,ANILLO DOBLE O,1,312000, 9 ,
122014,2023,Septiembre,9,CARRETE  2.1   19 MM X 7000 LOOPS NEGRO,ANILLO DOBLE O,16,3822000, 3 ,
122015,2023,Septiembre,9,CARRETE  2.1   19 MM X 7000 LOOPS PLATA,ANILLO DOBLE O,1,318250, 18 ,
122017,2023,Septiembre,9,CARRETE  3.1    8 MM X 60000 LOOPS BLANCO,ANILLO DOBLE O,5,1969300, 122 ,
122018,2023,Septiembre,9,CARRETE  3.1    8 MM X 60000 LOOPS NEGRO,ANILLO DOBLE O,0,0, 69 ,
122019,2023,Septiembre,9,CARRETE  3.1    8 MM X 60000 LOOPS PLATA,ANILLO DOBLE O,0,0, 20 ,
122020,2023,Septiembre,9,CARRETE  3.1    9 MM X 43000 LOOPS BLANCO,ANILLO DOBLE O,34,11750500, 142 ,
122021,2023,Septiembre,9,CARRETE  3.1    9 MM X 43000 LOOPS BRONCE,ANILLO DOBLE O,0,0, 38 ,
122022,2023,Septiembre,9,CARRETE  3.1    9 MM X 43000 LOOPS NEGRO,ANILLO DOBLE O,16,5112000, 71 ,
122023,2023,Septiembre,9,CARRETE  3.1    9 MM X 43000 LOOPS PLATA,ANILLO DOBLE O,9,3654000, 21 ,
122024,2023,Septiembre,9,CARRETE  3.1   11 MM X 32000 LOOPS BLANCO,ANILLO DOBLE O,9,3027750, 36 ,
122025,2023,Septiembre,9,CARRETE  3.1   11 MM X 32000 LOOPS NEGRO,ANILLO DOBLE O,6,1981800, 26 ,
122026,2023,Septiembre,9,CARRETE  3.1   12 MM X 24000 LOOPS BLANCO,ANILLO DOBLE O,25,8456000, 20 ,
122027,2023,Septiembre,9,CARRETE  3.1   12 MM X 24000 LOOPS NEGRO,ANILLO DOBLE O,1,305000, 18 ,
122028,2023,Septiembre,9,CARRETE  3.1   12 MM X 24000 LOOPS PLATA,ANILLO DOBLE O,7,2305800, -   ,
122029,2023,Septiembre,9,CARRETE  3.1   14 MM X 19300 LOOPS BLANCO,ANILLO DOBLE O,5,1516800, 2 ,
122030,2023,Septiembre,9,CARRETE  3.1   14 MM X 19300 LOOPS NEGRO,ANILLO DOBLE O,6,1765500, 22 ,
122031,2023,Septiembre,9,CARRETE  3.1   14 MM X 19300 LOOPS PLATA,ANILLO DOBLE O,0,0, 12 ,
122081,2023,Septiembre,9,DOBLE O CARTA 2.1    8 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 444 ,
122082,2023,Septiembre,9,DOBLE O CARTA 2.1    8 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 296 ,
122083,2023,Septiembre,9,DOBLE O CARTA 2.1    9 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 229 ,
122084,2023,Septiembre,9,DOBLE O CARTA 2.1    9 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,5,157500, 167 ,
122085,2023,Septiembre,9,DOBLE O CARTA 2.1   12 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,90,3436000, 210 ,
122086,2023,Septiembre,9,DOBLE O CARTA 2.1   12 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 183 ,
122087,2023,Septiembre,9,DOBLE O CARTA 2.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,3,129000, 259 ,
122088,2023,Septiembre,9,DOBLE O CARTA 2.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 196 ,
122089,2023,Septiembre,9,DOBLE O CARTA 2.1   16 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,44,1225000, 513 ,
122090,2023,Septiembre,9,DOBLE O CARTA 2.1   16 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,11,285000, 204 ,
122091,2023,Septiembre,9,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,19,647500, 245 ,
122112,2023,Septiembre,9,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BRONCE,ANILLO DOBLE O,5,175000, 195 ,
122092,2023,Septiembre,9,DOBLE O CARTA 2.1   19 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,15,600000, 252 ,
122093,2023,Septiembre,9,DOBLE O CARTA 2.1   22 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,8,360000, 220 ,
122094,2023,Septiembre,9,DOBLE O CARTA 2.1   22 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,4,188000, 344 ,
122095,2023,Septiembre,9,DOBLE O CARTA 2.1   25 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,3,171500, 305 ,
122096,2023,Septiembre,9,DOBLE O CARTA 2.1   25 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,2,100000, 193 ,
122097,2023,Septiembre,9,DOBLE O CARTA 2.1   28 MM  CAJA X 30 BLANCO,ANILLO DOBLE O,0,0, 400 ,
122098,2023,Septiembre,9,DOBLE O CARTA 2.1   28 MM  CAJA X 30 NEGRO,ANILLO DOBLE O,0,0, 355 ,
122099,2023,Septiembre,9,DOBLE O CARTA 2.1   32 MM  CAJA X 30 BLANCO,ANILLO DOBLE O,0,0, 454 ,
122100,2023,Septiembre,9,DOBLE O CARTA 2.1   32 MM  CAJA X 30 NEGRO,ANILLO DOBLE O,6,346500, 142 ,
122101,2023,Septiembre,9,DOBLE O CARTA 3.1    8 MM   CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 347 ,
122102,2023,Septiembre,9,DOBLE O CARTA 3.1    8 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 268 ,
122103,2023,Septiembre,9,DOBLE O CARTA 3.1    9 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 267 ,
122104,2023,Septiembre,9,DOBLE O CARTA 3.1    9 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,21,475000, 149 ,
122105,2023,Septiembre,9,DOBLE O CARTA 3.1   11 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 346 ,
122106,2023,Septiembre,9,DOBLE O CARTA 3.1   11 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 198 ,
122108,2023,Septiembre,9,DOBLE O CARTA 3.1   12 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 734 ,
122107,2023,Septiembre,9,DOBLE O CARTA 3.1   12 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,11,370000, 208 ,
122109,2023,Septiembre,9,DOBLE O CARTA 3.1   12 MM  CAJA X 100 PLATA,ANILLO DOBLE O,5,166500, 177 ,
122110,2023,Septiembre,9,DOBLE O CARTA 3.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 277 ,
122111,2023,Septiembre,9,DOBLE O CARTA 3.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,2,86000, 253 ,
111001,2023,Septiembre,9,ROLLO 113 MM X 60 MTS 175 MICRAS,LAMINACION,61,1751600, 919 ,
111002,2023,Septiembre,9,ROLLO 113 MM X 60 MTS 250 MICRAS,LAMINACION,30,1076400, 234 ,
111003,2023,Septiembre,9,ROLLO 226 MM X 60 MTS 125 MICRAS,LAMINACION,169,6678000, 733 ,
111004,2023,Septiembre,9,ROLLO 226 MM X 60 MTS 175 MICRAS,LAMINACION,0,0, -   ,
111005,2023,Septiembre,9,ROLLO 226 MM X 60 MTS 250 MICRAS,LAMINACION,6,474000, 169 ,
111007,2023,Septiembre,9,ROLLO 300 MM X 60 MTS 125 MICRAS,LAMINACION,13,728000, 155 ,
111008,2023,Septiembre,9,ROLLO 300 MM X 60 MTS 250 MICRAS,LAMINACION,5,525000, 154 ,
111018,2023,Septiembre,9,ROLLO 350 MM X 60 MTS 250 MICRAS,LAMINACION,0,0, 256 ,
111010,2023,Septiembre,9,ROLLO 375 MM X 60 MTS 125 MICRAS,LAMINACION,41,2788000, 259 ,
111013,2023,Septiembre,9,ROLLO 375 MM X 75 MTS 75 MICRAS MATTE,LAMINACION,2,120000, 124 ,
111014,2023,Septiembre,9,ROLLO 450 MM X 75 MTS 75 MICRAS BRILLANTE,LAMINACION,0,0, -   ,
111015,2023,Septiembre,9,ROLLO 450 MM X 75 MTS 75 MICRAS MATTE,LAMINACION,0,0, 83 ,
111019,2023,Septiembre,9,ROLLO 540 MM X 60 MTS 125 MICRAS,LAMINACION,0,0, -   ,
111020,2023,Septiembre,9,ROLLO 540 MM X 60 MTS 175 MICRAS,LAMINACION,0,0, -   ,
111016,2023,Septiembre,9,ROLLO 680 MM X 60 MTS 125 MICRAS BRILLANTE,LAMINACION,44,6820000, 166 ,
112001,2023,Septiembre,9,ROLLO BOPP BRILLANTE 250 MM X 4000 MT 18 MIC,PLASTIFICACION,25,7257550, 67 ,
112002,2023,Septiembre,9,ROLLO BOPP BRILLANTE 300 MM X 4000 MT 18 MIC,PLASTIFICACION,20,6781380, 67 ,
112003,2023,Septiembre,9,ROLLO BOPP BRILLANTE 330 MM X 200 MT 23 MIC,PLASTIFICACION,28,1774500, 531 ,
112006,2023,Septiembre,9,ROLLO BOPP BRILLANTE 345 MM X 4000 MT 18 MIC,PLASTIFICACION,73,29166130, 22 ,
112026,2023,Septiembre,9,ROLLO BOPP BRILLANTE 400 MM X 4000 MT 18 MIC,PLASTIFICACION,14,6183630, 60 ,
112007,2023,Septiembre,9,ROLLO BOPP BRILLANTE 445 MM X 4000 MT 18 MIC,PLASTIFICACION,33,16425445, 14 ,
112029,2023,Septiembre,9,ROLLO BOPP BRILLANTE 495 MM X 2000 MT 18 MIC,PLASTIFICACION,2,533800, -   ,
112008,2023,Septiembre,9,ROLLO BOPP BRILLANTE 495 MM X 4000 MT 18 MIC,PLASTIFICACION,60,32573740, 121 ,
112028,2023,Septiembre,9,ROLLO BOPP BRILLANTE 595 MM X 4000 MT 18 MIC,PLASTIFICACION,7,3393100, 66 ,
